"ID","Description","GeneRatio","pvalue","p.adjust","qvalue","Count","pathway_category","target_group","GeneRatio_numeric"
"GO:0097193","intrinsic apoptotic signaling pathway","34/1739",0.567303350495965,0.825989019942033,0.661980328766411,34,"apoptosis","Shared",0.019551466359977
"GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","5/1739",0.579719775828756,0.839543136307392,0.672843134676722,5,"apoptosis","Shared",0.00287521564117309
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","18/1739",0.584512774842837,0.843684936265138,0.676162537273509,18,"proliferation","Shared",0.0103507763082231
"GO:0044342","type B pancreatic cell proliferation","3/1739",0.587006261299514,0.8438493860181,0.67629433382153,3,"proliferation","Shared",0.00172512938470385
"GO:0033033","negative regulation of myeloid cell apoptotic process","2/1739",0.596854920463383,0.846004201526165,0.678021288350005,2,"apoptosis","Shared",0.00115008625646924
"GO:0071605","monocyte chemotactic protein-1 production","2/1739",0.596854920463383,0.846004201526165,0.678021288350005,2,"migration","Shared",0.00115008625646924
"GO:0071637","regulation of monocyte chemotactic protein-1 production","2/1739",0.596854920463383,0.846004201526165,0.678021288350005,2,"migration","Shared",0.00115008625646924
"GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","2/1739",0.596854920463383,0.846004201526165,0.678021288350005,2,"apoptosis","Shared",0.00115008625646924
"GO:1902969","mitotic DNA replication","2/1739",0.596854920463383,0.846004201526165,0.678021288350005,2,"proliferation","Shared",0.00115008625646924
"GO:0070229","negative regulation of lymphocyte apoptotic process","4/1739",0.605219862264139,0.854233208578787,0.684616340660141,4,"apoptosis","Shared",0.00230017251293847
"GO:0051306","mitotic sister chromatid separation","7/1739",0.612486664147847,0.858906471475937,0.688361678714737,7,"proliferation","Shared",0.00402530189764232
"GO:0010664","negative regulation of striated muscle cell apoptotic process","3/1739",0.613374871769562,0.858906471475937,0.688361678714737,3,"apoptosis","Shared",0.00172512938470385
"GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","3/1739",0.613374871769562,0.858906471475937,0.688361678714737,3,"apoptosis","Shared",0.00172512938470385
"GO:0044818","mitotic G2/M transition checkpoint","6/1739",0.615734158334238,0.861572284682728,0.690498167046247,6,"proliferation","Shared",0.00345025876940771
"GO:0008637","apoptotic mitochondrial changes","11/1739",0.6201983627728,0.866201814454068,0.69420845564098,11,"apoptosis","Shared",0.00632547441058079
"GO:1901992","positive regulation of mitotic cell cycle phase transition","10/1739",0.621610284223227,0.86744140498834,0.695201912611474,10,"proliferation","Shared",0.00575043128234618
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","4/1739",0.627419755208641,0.868174968518272,0.695789819490369,4,"proliferation","Shared",0.00230017251293847
"GO:0050798","activated T cell proliferation","4/1739",0.627419755208641,0.868174968518272,0.695789819490369,4,"proliferation","Shared",0.00230017251293847
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","11/1739",0.633536606296854,0.873539748470924,0.700089366713243,11,"proliferation","Shared",0.00632547441058079
"GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","6/1739",0.63367811150975,0.873539748470924,0.700089366713243,6,"apoptosis","Shared",0.00345025876940771
"GO:1901989","positive regulation of cell cycle phase transition","12/1739",0.64454020672266,0.884003174509155,0.708475170932889,12,"proliferation","Shared",0.00690051753881541
"GO:0040001","establishment of mitotic spindle localization","4/1739",0.648805182052989,0.887706921381399,0.711443500429966,4,"proliferation","Shared",0.00230017251293847
"GO:0007052","mitotic spindle organization","14/1739",0.652995013561099,0.891320889042337,0.714339877309778,14,"proliferation","Shared",0.00805060379528465
"GO:0045931","positive regulation of mitotic cell cycle","13/1739",0.65477000440148,0.891320889042337,0.714339877309778,13,"proliferation","Shared",0.00747556066705003
"GO:0002902","regulation of B cell apoptotic process","2/1739",0.658577808835473,0.891320889042337,0.714339877309778,2,"apoptosis","Shared",0.00115008625646924
"GO:0062099","negative regulation of programmed necrotic cell death","2/1739",0.658577808835473,0.891320889042337,0.714339877309778,2,"apoptosis","Shared",0.00115008625646924
"GO:0097284","hepatocyte apoptotic process","2/1739",0.658577808835473,0.891320889042337,0.714339877309778,2,"apoptosis","Shared",0.00115008625646924
"GO:1901978","positive regulation of cell cycle checkpoint","2/1739",0.658577808835473,0.891320889042337,0.714339877309778,2,"proliferation","Shared",0.00115008625646924
"GO:0070849","response to epidermal growth factor","5/1739",0.65867262738007,0.891320889042337,0.714339877309778,5,"proliferation","Shared",0.00287521564117309
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","11/1739",0.659459376816796,0.891960072481168,0.714852144244039,11,"apoptosis","Shared",0.00632547441058079
"GO:1902749","regulation of cell cycle G2/M phase transition","12/1739",0.68088816637114,0.909643354797356,0.729024227357397,12,"proliferation","Shared",0.00690051753881541
"GO:0042130","negative regulation of T cell proliferation","6/1739",0.684435540644574,0.909643354797356,0.729024227357397,6,"proliferation","Shared",0.00345025876940771
"GO:0010458","exit from mitosis","3/1739",0.685465063602555,0.909643354797356,0.729024227357397,3,"proliferation","Shared",0.00172512938470385
"GO:0031571","mitotic G1 DNA damage checkpoint signaling","3/1739",0.685465063602555,0.909643354797356,0.729024227357397,3,"proliferation","Shared",0.00172512938470385
"GO:0044819","mitotic G1/S transition checkpoint signaling","3/1739",0.685465063602555,0.909643354797356,0.729024227357397,3,"proliferation","Shared",0.00172512938470385
"GO:0070242","thymocyte apoptotic process","2/1739",0.686480938534064,0.909643354797356,0.729024227357397,2,"apoptosis","Shared",0.00115008625646924
"GO:0050672","negative regulation of lymphocyte proliferation","7/1739",0.691914556146903,0.911320193674604,0.730368112475055,7,"proliferation","Shared",0.00402530189764232
"GO:0045787","positive regulation of cell cycle","35/1739",0.697119124811537,0.911320193674604,0.730368112475055,35,"proliferation","Shared",0.0201265094882116
"GO:1902093","positive regulation of flagellated sperm motility","1/1739",0.704637644459576,0.911320193674604,0.730368112475055,1,"migration","Shared",0.000575043128234618
"GO:1902423","regulation of attachment of mitotic spindle microtubules to kinetochore","1/1739",0.704637644459576,0.911320193674604,0.730368112475055,1,"proliferation","Shared",0.000575043128234618
"GO:2000155","positive regulation of cilium-dependent cell motility","1/1739",0.704637644459576,0.911320193674604,0.730368112475055,1,"migration","Shared",0.000575043128234618
"GO:2001241","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","1/1739",0.704637644459576,0.911320193674604,0.730368112475055,1,"apoptosis","Shared",0.000575043128234618
"GO:0032945","negative regulation of mononuclear cell proliferation","7/1739",0.706461711031932,0.911320193674604,0.730368112475055,7,"proliferation","Shared",0.00402530189764232
"GO:0007064","mitotic sister chromatid cohesion","3/1739",0.707135464010166,0.911320193674604,0.730368112475055,3,"proliferation","Shared",0.00172512938470385
"GO:0097049","motor neuron apoptotic process","2/1739",0.712480856387125,0.911320193674604,0.730368112475055,2,"apoptosis","Shared",0.00115008625646924
"GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","2/1739",0.712480856387125,0.911320193674604,0.730368112475055,2,"apoptosis","Shared",0.00115008625646924
"GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","8/1739",0.725738391135421,0.915576953759156,0.733779648672533,8,"apoptosis","Shared",0.00460034502587694
"GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","3/1739",0.727640699849245,0.915576953759156,0.733779648672533,3,"apoptosis","Shared",0.00172512938470385
"GO:0001832","blastocyst growth","2/1739",0.736646602903737,0.915576953759156,0.733779648672533,2,"proliferation","Shared",0.00115008625646924
"GO:1901673","regulation of mitotic spindle assembly","2/1739",0.736646602903737,0.915576953759156,0.733779648672533,2,"proliferation","Shared",0.00115008625646924
"GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","2/1739",0.736646602903737,0.915576953759156,0.733779648672533,2,"apoptosis","Shared",0.00115008625646924
"GO:0030252","growth hormone secretion","1/1739",0.738561106336916,0.915576953759156,0.733779648672533,1,"proliferation","Shared",0.000575043128234618
"GO:0033314","mitotic DNA replication checkpoint signaling","1/1739",0.738561106336916,0.915576953759156,0.733779648672533,1,"proliferation","Shared",0.000575043128234618
"GO:0071888","macrophage apoptotic process","1/1739",0.738561106336916,0.915576953759156,0.733779648672533,1,"apoptosis","Shared",0.000575043128234618
"GO:2000672","negative regulation of motor neuron apoptotic process","1/1739",0.738561106336916,0.915576953759156,0.733779648672533,1,"apoptosis","Shared",0.000575043128234618
"GO:0070228","regulation of lymphocyte apoptotic process","5/1739",0.757750472236693,0.92491653311802,0.741264757633127,5,"apoptosis","Shared",0.00287521564117309
"GO:0044786","cell cycle DNA replication","4/1739",0.759452468229299,0.92491653311802,0.741264757633127,4,"proliferation","Shared",0.00230017251293847
"GO:0007175","negative regulation of epidermal growth factor-activated receptor activity","1/1739",0.768590316117636,0.92491653311802,0.741264757633127,1,"proliferation","Shared",0.000575043128234618
"GO:0048630","skeletal muscle tissue growth","1/1739",0.768590316117636,0.92491653311802,0.741264757633127,1,"proliferation","Shared",0.000575043128234618
"GO:0061469","regulation of type B pancreatic cell proliferation","1/1739",0.768590316117636,0.92491653311802,0.741264757633127,1,"proliferation","Shared",0.000575043128234618
"GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","1/1739",0.768590316117636,0.92491653311802,0.741264757633127,1,"proliferation","Shared",0.000575043128234618
"GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","1/1739",0.768590316117636,0.92491653311802,0.741264757633127,1,"apoptosis","Shared",0.000575043128234618
"GO:2000562","negative regulation of CD4-positive, alpha-beta T cell proliferation","1/1739",0.768590316117636,0.92491653311802,0.741264757633127,1,"proliferation","Shared",0.000575043128234618
"GO:0070664","negative regulation of leukocyte proliferation","7/1739",0.772204824877566,0.927299508223346,0.743174568303221,7,"proliferation","Shared",0.00402530189764232
"GO:0010667","negative regulation of cardiac muscle cell apoptotic process","2/1739",0.779794856799569,0.930505997367141,0.745744375753864,2,"apoptosis","Shared",0.00115008625646924
"GO:0070233","negative regulation of T cell apoptotic process","2/1739",0.779794856799569,0.930505997367141,0.745744375753864,2,"apoptosis","Shared",0.00115008625646924
"GO:0044771","meiotic cell cycle phase transition","1/1739",0.795172087718893,0.932574081619854,0.747401820417745,1,"proliferation","Shared",0.000575043128234618
"GO:0046007","negative regulation of activated T cell proliferation","1/1739",0.795172087718893,0.932574081619854,0.747401820417745,1,"proliferation","Shared",0.000575043128234618
"GO:0051782","negative regulation of cell division","1/1739",0.795172087718893,0.932574081619854,0.747401820417745,1,"proliferation","Shared",0.000575043128234618
"GO:0070234","positive regulation of T cell apoptotic process","1/1739",0.795172087718893,0.932574081619854,0.747401820417745,1,"apoptosis","Shared",0.000575043128234618
"GO:0001783","B cell apoptotic process","2/1739",0.798950054768084,0.932574081619854,0.747401820417745,2,"apoptosis","Shared",0.00115008625646924
"GO:0051446","positive regulation of meiotic cell cycle","2/1739",0.798950054768084,0.932574081619854,0.747401820417745,2,"proliferation","Shared",0.00115008625646924
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","4/1739",0.803631182644454,0.937074256129189,0.75100843858006,4,"apoptosis","Shared",0.00230017251293847
"GO:0070232","regulation of T cell apoptotic process","3/1739",0.813606011732534,0.93731136415814,0.751198466349399,3,"apoptosis","Shared",0.00172512938470385
"GO:0007093","mitotic cell cycle checkpoint signaling","14/1739",0.815522067557449,0.93731136415814,0.751198466349399,14,"proliferation","Shared",0.00805060379528465
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","2/1739",0.816612037557132,0.93731136415814,0.751198466349399,2,"proliferation","Shared",0.00115008625646924
